Gender,ParentMaritalStatus,Maths,Reading,Writing
male,single,53,66,68
male,married,68,65,62
female,married,70,90,86
female,divorced,90,92,99
male,married,75,70,75
female,divorced,69,88,88
male,single,42,37,36
male,married,58,52,54
female,married,90,97,98
female,married,41,51,59
male,married,85,75,73
female,married,73,88,90
female,divorced,63,80,80
female,married,62,62,64
male,divorced,61,63,66
male,married,48,48,45
male,married,68,62,60
female,married,47,58,58
female,single,71,68,71
male,married,71,72,71
female,single,58,57,60
female,married,38,49,47
female,married,86,85,87
male,married,91,84,82
male,divorced,61,59,56
female,married,75,82,85
male,single,56,53,42
female,married,53,68,65
male,married,49,33,39
female,married,70,73,78
male,,72,54,59
female,single,57,78,70
female,married,64,74,65
male,single,52,45,42
female,married,83,82,89
female,married,79,83,82
female,married,77,81,83
male,married,52,43,47
male,single,52,65,56
male,married,68,60,62
male,divorced,58,57,49
female,married,58,56,54
female,married,47,49,56
female,married,73,88,89
female,single,43,59,61
male,single,55,58,56
male,divorced,90,87,84
male,single,79,73,71
male,widowed,99,82,85
female,married,79,92,100
male,married,46,50,47
female,widowed,44,54,54
male,married,91,93,98
male,single,52,49,46
male,single,100,100,100
male,married,69,69,67
male,single,70,70,62
male,divorced,67,67,62
male,married,69,69,69
female,single,47,59,62
male,married,50,50,52
male,single,54,42,42
male,married,89,79,87
female,married,70,77,78
male,married,52,60,56
female,married,69,73,74
female,married,57,68,64
female,divorced,36,49,51
female,married,60,64,70
male,married,43,34,28
female,single,90,86,88
female,married,90,97,95
female,married,31,49,44
female,single,61,66,67
female,single,61,62,64
male,married,78,61,70
female,married,38,48,54
female,married,74,80,87
male,single,100,97,100
female,single,54,65,58
male,married,70,53,53
female,divorced,74,75,70
male,married,25,28,20
male,married,96,89,85
male,married,82,56,62
male,single,100,91,89
female,married,34,43,42
female,single,70,77,74
female,divorced,73,86,89
male,single,72,73,67
male,married,85,84,84
female,divorced,82,81,83
male,single,64,54,49
female,married,79,86,90
male,married,69,63,60
male,married,79,70,72
male,married,37,42,32
male,married,20,31,20
female,married,33,43,44
female,married,61,84,79
male,married,82,76,73
male,married,52,49,45
male,married,78,71,65
female,married,65,88,77
male,married,57,55,47
male,married,51,35,34
male,single,49,38,39
female,married,81,98,90
male,single,77,80,81
male,married,90,74,76
female,married,62,82,65
female,divorced,81,85,88
female,divorced,51,60,68
female,married,35,57,53
female,single,59,70,66
female,divorced,71,77,77
male,single,77,80,76
male,married,41,40,39
male,divorced,76,65,62
male,single,51,62,56
male,married,44,47,45
male,single,69,66,59
male,married,61,58,51
male,single,76,66,74
male,single,64,72,72
female,married,92,91,96
male,married,65,60,54
male,single,73,65,67
male,single,77,71,65
female,married,93,100,100
female,married,58,65,66
male,married,53,56,50
female,divorced,44,55,56
male,married,67,72,66
male,married,66,62,65
female,divorced,76,89,91
male,married,73,75,80
male,divorced,81,75,81
male,married,69,81,78
female,married,63,77,80
female,married,72,76,84
female,married,88,98,96
female,married,55,69,59
male,married,77,66,70
male,married,58,63,65
male,single,93,92,92
male,married,72,76,73
male,married,85,75,76
female,married,75,94,91
male,single,60,61,50
male,married,57,42,39
male,married,55,52,48
male,married,59,73,67
female,divorced,78,71,76
female,married,90,100,100
female,married,44,54,53
female,married,35,35,35
female,single,80,87,90
male,married,52,50,41
male,single,100,96,100
female,married,80,86,93
male,single,51,45,45
female,married,46,58,53
male,married,50,60,51
male,single,71,71,69
male,single,61,63,62
male,married,72,78,76
male,married,79,61,60
female,married,51,67,66
female,married,64,70,68
male,married,68,70,69
female,divorced,75,78,84
female,single,56,68,70
female,married,87,83,86
male,married,46,49,41
male,married,97,90,95
female,single,21,35,31
female,married,46,64,59
male,married,100,88,89
female,married,65,80,78
female,divorced,42,55,47
male,married,62,65,62
female,single,59,69,70
female,single,56,71,69
male,divorced,82,76,70
female,married,65,67,69
female,single,56,65,74
female,married,70,77,76
female,single,55,58,56
female,single,88,89,94
male,married,61,54,51
female,married,64,82,82
female,single,73,70,78
female,single,74,80,80
female,single,49,62,60
male,divorced,72,66,71
female,married,79,87,91
male,single,76,68,68
female,single,48,65,65
female,single,24,26,22
female,single,63,64,71
male,married,79,78,74
male,married,64,62,66
female,married,84,82,94
female,single,75,85,83
female,married,16,37,34
female,divorced,69,82,78
female,married,46,51,52
male,single,79,75,70
male,married,51,45,44
female,single,74,77,84
female,married,69,66,65
male,married,73,71,70
female,married,84,86,88
male,married,90,80,80
female,divorced,57,65,61
male,divorced,55,53,47
male,,49,51,49
female,divorced,59,67,73
male,married,56,50,54
male,divorced,60,52,54
female,married,73,87,89
male,married,79,79,79
female,single,44,62,59
male,married,89,79,86
male,married,75,81,79
male,divorced,56,45,49
male,divorced,31,33,26
female,single,73,83,89
male,single,76,66,64
female,,75,86,84
male,single,80,76,70
male,married,80,67,66
female,single,42,55,57
male,married,58,52,53
female,single,51,60,63
female,married,59,64,62
male,divorced,80,79,84
male,divorced,67,73,70
male,single,64,68,70
male,married,90,90,82
female,married,97,95,98
male,single,52,38,34
male,divorced,53,41,39
male,married,71,72,74
female,married,57,78,78
male,married,52,52,49
male,married,85,82,84
female,married,51,71,72
female,married,49,52,57
female,divorced,45,60,60
male,married,75,66,60
male,single,72,63,73
male,divorced,81,77,77
female,married,48,48,51
female,single,53,62,63
female,married,57,67,68
female,married,74,82,87
male,married,65,77,72
male,,64,72,64
male,married,81,70,61
male,divorced,98,82,86
male,married,94,86,78
male,married,77,68,71
male,single,78,71,68
male,single,52,52,51
female,married,46,65,57
female,married,81,79,84
male,married,59,62,64
male,married,47,48,48
female,married,72,81,78
female,married,64,70,77
male,married,90,69,77
female,married,48,53,51
female,single,60,69,63
male,married,62,55,45
male,single,68,58,54
female,married,60,54,53
female,married,68,71,73
female,married,50,59,64
male,married,84,76,77
male,married,69,74,75
female,married,57,77,78
female,married,71,89,92
female,married,63,65,69
female,married,62,80,80
female,single,39,62,57
female,married,77,83,81
female,married,54,59,54
female,,46,50,47
female,single,69,80,79
female,married,75,84,90
female,divorced,68,81,79
female,single,47,55,57
female,married,32,62,59
male,single,73,70,65
female,married,71,74,66
female,divorced,69,81,80
female,single,56,60,54
male,married,71,75,78
female,divorced,24,49,42
female,divorced,32,52,45
male,single,68,58,55
female,divorced,50,62,62
male,married,84,88,85
male,married,78,59,58
female,married,63,69,75
female,divorced,86,93,95
female,,77,100,100
male,married,54,46,52
male,married,93,82,87
male,married,64,58,56
male,single,77,77,72
male,,64,62,53
female,single,65,65,67
male,single,85,78,78
male,married,59,41,49
male,married,76,78,71
male,married,77,71,73
male,married,53,56,49
female,married,75,87,78
female,,69,81,83
female,married,55,63,64
female,married,86,81,89
female,married,49,55,49
female,single,63,60,61
male,married,86,90,84
male,single,60,71,66
female,married,83,89,85
male,single,64,65,71
female,married,43,49,56
male,married,59,48,43
male,married,74,73,70
female,married,81,85,88
male,married,71,62,65
female,married,75,82,70
female,divorced,71,74,70
female,married,65,75,66
female,married,81,92,86
male,divorced,66,61,64
female,married,57,66,66
female,married,57,76,70
female,married,72,80,78
female,single,46,55,52
male,divorced,62,61,66
male,,50,46,45
female,divorced,53,60,60
male,married,50,56,51
male,divorced,77,66,65
female,married,71,79,77
male,divorced,38,30,31
female,married,89,91,97
female,divorced,32,57,59
male,married,63,64,56
female,single,73,70,69
male,married,56,56,56
male,married,55,49,46
male,married,52,64,46
female,married,74,90,87
female,single,72,84,78
female,married,70,78,76
male,married,54,57,57
female,,93,100,100
female,married,94,93,87
male,married,97,97,98
female,single,77,90,94
male,single,85,80,79
male,married,86,80,89
female,married,59,61,65
female,married,42,54,49
male,divorced,44,40,34
female,married,57,64,68
male,married,100,95,94
female,married,40,52,56
male,married,76,73,80
female,single,53,71,70
male,married,65,71,65
male,married,64,60,66
male,married,89,94,82
male,married,63,72,70
female,divorced,61,75,71
female,married,81,88,93
female,married,33,51,50
female,divorced,76,86,90
female,married,65,72,72
female,married,63,73,69
female,married,80,94,96
male,,88,81,74
male,divorced,76,67,64
male,married,61,58,51
female,divorced,77,82,85
female,married,25,42,42
female,divorced,78,81,86
female,single,67,78,73
male,married,47,58,46
male,,65,55,60
female,divorced,45,57,62
male,married,70,69,69
male,widowed,59,67,70
male,single,82,82,79
male,married,77,80,78
female,married,67,85,85
male,divorced,37,35,35
female,married,72,76,71
male,married,54,47,51
female,,76,79,82
male,,90,80,70
female,single,89,88,97
female,married,66,72,65
male,married,66,70,66
male,single,64,68,66
male,divorced,80,77,69
female,divorced,58,69,64
female,divorced,59,64,71
male,married,51,42,42
male,married,92,83,87
female,single,72,66,71
female,married,79,94,95
female,married,62,66,64
male,married,84,74,67
male,married,88,77,75
male,married,82,76,72
male,married,69,67,67
male,married,52,45,45
female,married,81,88,90
female,,82,93,97
male,divorced,48,33,45
male,married,95,78,83
female,married,76,81,83
male,married,85,81,87
male,single,64,59,50
female,divorced,67,84,80
male,married,70,68,67
female,divorced,55,73,71
male,divorced,95,83,89
male,married,75,75,70
male,married,79,75,74
male,single,57,53,44
female,married,75,84,86
male,single,64,57,61
female,single,72,79,69
male,married,66,64,56
female,married,87,91,89
male,divorced,59,49,49
male,married,50,53,54
male,married,59,58,53
female,single,79,87,87
female,married,81,89,94
female,single,77,74,74
female,married,59,80,78
male,divorced,63,59,59
male,married,39,36,36
female,married,63,88,85
male,single,63,56,59
male,divorced,45,39,41
male,married,59,57,50
female,married,63,66,64
female,married,63,72,71
female,married,67,72,64
female,married,55,63,58
female,single,70,79,77
male,divorced,74,58,60
male,married,64,66,73
female,married,57,73,67
male,married,97,98,87
female,single,64,60,67
male,single,74,68,69
female,married,77,87,85
male,married,90,85,81
female,single,73,84,83
female,married,39,41,51
female,married,43,52,49
female,divorced,54,71,74
male,married,36,35,31
female,,73,91,86
female,married,54,60,60
male,divorced,48,58,55
male,married,50,53,47
female,married,70,77,73
female,married,91,94,97
male,married,69,69,56
female,married,70,87,87
male,divorced,90,89,83
male,married,71,64,70
female,single,71,78,85
male,single,50,48,36
male,single,85,83,75
female,married,62,80,82
male,married,70,54,60
male,married,66,69,70
male,married,64,70,66
female,single,56,71,67
female,single,38,48,50
female,divorced,72,80,79
female,married,83,93,97
female,married,82,89,86
male,divorced,42,44,42
male,divorced,49,46,45
male,single,73,68,65
male,widowed,48,52,46
female,widowed,65,68,72
female,,80,87,89
female,married,85,97,100
female,married,73,83,77
male,married,64,52,50
male,married,63,68,68
female,married,65,65,64
male,divorced,83,75,71
female,married,89,97,100
female,married,78,100,99
female,divorced,48,65,59
male,single,73,63,62
male,single,85,72,68
female,married,54,69,63
male,divorced,44,46,38
male,married,80,79,73
male,married,65,61,57
male,married,60,64,64
female,married,56,69,65
female,single,85,82,86
female,,40,57,55
female,divorced,59,67,70
male,married,82,73,71
female,married,34,52,59
female,single,68,76,66
male,single,97,87,89
female,single,56,68,72
female,married,65,80,74
male,married,68,69,62
male,married,69,71,65
male,married,67,65,63
male,divorced,97,94,87
female,widowed,62,77,70
male,single,42,44,40
female,married,39,45,46
male,single,66,61,50
male,married,81,77,72
male,married,39,43,42
male,married,63,62,56
female,single,93,98,98
female,married,81,95,95
female,married,55,68,69
female,single,59,63,67
male,married,85,76,80
female,married,65,71,81
female,single,63,79,84
male,married,73,58,52
female,divorced,87,96,98
female,married,83,89,87
male,single,92,86,88
female,married,74,77,77
female,married,53,62,66
female,single,61,70,65
female,divorced,84,96,100
female,married,67,87,85
female,single,71,72,77
male,married,95,84,88
female,married,60,73,68
male,single,75,69,64
female,single,64,77,79
male,married,59,55,54
female,divorced,62,79,82
male,single,77,69,69
female,married,57,70,72
male,married,86,73,70
female,married,52,66,71
female,single,53,65,61
female,single,67,74,77
male,married,44,53,46
male,divorced,58,50,48
male,married,59,65,67
male,,58,53,47
male,married,77,82,72
female,,57,77,70
female,single,69,83,89
female,single,65,79,75
female,married,48,61,62
male,married,47,53,42
female,married,54,59,62
male,married,91,85,81
female,,88,98,98
male,single,68,67,64
male,married,67,48,47
male,married,49,49,46
female,married,28,36,35
female,single,84,88,79
male,divorced,95,95,95
female,married,70,70,73
male,married,59,66,58
male,,73,62,64
male,divorced,82,80,69
male,widowed,71,53,60
female,married,40,42,41
female,divorced,73,86,83
female,married,55,65,63
male,divorced,86,79,79
male,married,72,67,66
female,married,93,98,97
male,single,62,58,60
male,married,61,51,53
male,single,54,53,50
male,divorced,60,58,47
female,married,49,54,55
male,married,66,62,67
female,single,74,87,95
female,divorced,45,57,57
male,single,46,47,48
female,married,47,67,62
male,divorced,86,71,63
male,married,49,45,41
female,single,65,68,62
male,single,57,55,47
female,married,68,77,75
male,single,62,66,60
male,married,71,58,55
male,married,62,65,52
female,divorced,74,84,84
female,married,69,81,77
male,married,53,50,51
female,married,32,45,41
female,married,56,59,62
female,married,45,62,56
male,married,67,61,58
female,married,86,94,94
male,divorced,69,53,58
female,married,62,68,67
male,single,68,64,68
male,married,54,47,42
female,single,53,57,56
male,married,72,80,84
male,married,75,74,73
female,,53,71,69
male,married,67,65,65
male,single,63,50,52
female,married,53,62,56
female,married,43,49,52
male,married,73,72,69
female,married,56,61,68
female,single,76,83,84
male,married,71,73,74
male,married,79,65,62
female,married,53,62,60
male,divorced,41,37,36
male,married,73,71,79
male,married,78,79,74
female,married,69,69,63
male,married,55,68,58
female,married,68,81,84
male,married,70,66,60
female,married,60,71,77
female,married,71,76,82
female,divorced,48,65,66
male,married,78,77,75
male,married,67,65,65
female,married,74,84,82
female,married,67,62,66
female,single,79,77,83
male,married,72,76,69
female,divorced,76,79,82
male,single,72,70,64
male,married,54,38,43
male,single,70,63,60
female,married,33,51,46
female,married,77,74,67
male,married,63,56,55
male,single,100,90,88
male,single,45,55,53
male,single,79,71,71
female,married,90,87,85
female,married,59,69,74
female,single,79,86,88
male,divorced,64,67,63
male,divorced,77,76,78
female,single,79,92,96
female,married,56,62,62
male,divorced,92,86,75
male,single,65,65,61
female,married,85,84,91
male,divorced,78,66,69
male,married,91,81,87
male,single,76,76,77
male,married,55,50,47
female,single,86,87,97
female,married,81,90,86
female,single,36,56,54
male,widowed,93,98,92
female,single,53,71,67
female,single,77,97,94
male,married,68,58,59
female,married,84,85,81
female,single,75,73,75
male,married,47,55,53
female,married,54,65,63
male,married,67,65,60
female,married,83,84,95
male,married,55,54,43
female,single,55,68,64
male,married,57,49,46
female,single,44,49,52
male,married,83,73,73
male,single,57,44,42
male,married,50,58,51
female,single,62,72,68
male,married,99,91,94
female,single,58,61,61
male,divorced,47,43,39
male,married,95,96,95
male,married,77,78,76
female,married,63,81,82
female,divorced,92,93,100
female,divorced,45,66,61
female,married,70,78,76
female,married,67,77,78
female,divorced,44,58,63
female,married,60,65,72
female,married,89,100,100
female,single,55,64,56
female,married,68,88,83
female,single,13,27,29
female,,80,87,91
male,married,74,69,68
male,widowed,42,40,37
male,divorced,63,65,63
female,divorced,85,82,87
male,married,89,81,85
male,married,63,55,56
male,married,31,32,36
female,married,54,69,59
female,single,82,92,89
male,married,59,69,70
male,married,94,90,86
female,single,49,64,56
female,married,96,98,98
female,single,42,53,45
male,,64,79,76
female,married,76,87,75
male,married,84,78,78
female,married,68,68,80
female,,79,94,91
female,married,60,69,73
male,married,66,54,53
male,single,64,69,67
female,married,67,83,79
female,single,38,51,50
male,married,67,75,74
female,divorced,45,55,57
female,single,60,77,78
female,single,39,57,51
female,married,60,71,62
female,married,78,92,85
female,single,91,92,100
female,single,50,57,55
male,married,66,56,54
male,divorced,99,88,98
female,married,45,56,59
female,married,63,75,78
male,married,61,67,59
male,single,57,71,69
female,married,60,75,80
female,,63,61,62
female,single,47,64,60
female,married,65,70,74
male,married,83,67,70
male,married,84,63,60
female,married,67,83,78
male,divorced,68,67,61
female,single,51,67,71
female,single,46,58,51
male,married,75,67,72
female,married,74,84,86
male,married,100,92,95
male,married,60,63,65
female,married,72,84,80
male,divorced,22,28,26
male,divorced,78,62,65
male,married,63,54,60
male,married,57,52,51
male,single,60,63,61
male,divorced,83,76,75
male,widowed,75,76,73
male,divorced,81,84,88
male,divorced,71,68,70
male,divorced,67,61,60
male,divorced,46,46,44
male,single,75,71,78
female,married,86,80,83
male,divorced,46,48,47
male,married,38,36,31
male,married,80,85,80
female,divorced,64,79,86
male,,76,62,54
female,,41,54,47
female,married,45,51,54
male,married,40,36,37
male,single,78,75,71
male,married,76,72,72
female,married,51,68,71
male,married,84,83,76
male,married,61,75,71
male,,48,53,48
male,married,77,80,76
female,married,85,90,93
male,married,76,65,63
female,divorced,71,85,83
male,single,65,57,58
female,married,60,70,62
male,single,78,72,66
male,divorced,52,62,52
female,divorced,82,97,93
female,married,58,61,69
male,married,74,74,67
female,married,48,64,62
female,married,41,75,65
female,divorced,77,80,76
female,single,81,81,82
male,married,77,67,59
female,married,78,85,81
female,single,74,87,92
female,single,64,68,65
male,single,50,52,50
female,married,35,48,44
male,married,91,76,79
female,married,36,47,40
female,married,60,72,79
male,married,56,58,51
female,single,74,78,80
female,single,94,96,100
male,married,69,60,55
female,married,54,64,62
female,,51,61,60
female,divorced,65,87,76
male,married,89,85,95
female,married,56,56,54
male,,48,55,44
female,single,59,79,79
female,married,94,99,100
female,married,78,79,87
female,married,64,70,71
female,single,60,72,76
female,married,73,71,73
male,single,91,88,86
male,married,94,99,92
female,married,82,89,93
female,single,38,45,45
female,,59,67,67
female,married,55,57,61
female,married,66,72,67
male,married,74,74,70
male,single,45,45,36
female,married,49,78,74
female,married,32,46,43
male,divorced,48,50,46
female,married,30,46,43
male,married,87,86,74
male,single,65,48,58
male,married,77,73,65
male,married,62,56,56
female,married,76,77,75
female,married,52,69,67
male,single,32,34,26
female,single,51,60,61
female,single,84,91,93
male,,57,49,45
male,married,53,42,42
male,divorced,73,73,70
female,married,77,88,83
male,married,49,39,38
female,married,81,93,86
female,married,95,93,96
female,divorced,52,74,79
male,married,66,63,60
male,married,36,33,36
male,married,89,90,86
male,married,83,81,81
male,married,79,81,74
male,married,73,74,68
male,single,89,81,75
male,single,45,37,29
female,married,92,85,93
female,married,60,81,77
male,married,45,48,45
female,divorced,62,63,60
male,married,85,79,79
female,single,45,46,58
female,single,45,58,53
male,married,99,97,97
male,divorced,85,75,71
female,single,71,69,76
male,single,37,36,34
female,divorced,65,84,71
female,,53,56,60
female,married,68,75,74
male,married,61,56,54
male,single,76,64,67
female,single,61,76,81
male,married,72,61,58
male,,72,58,59
female,married,66,62,66
male,married,60,56,53
female,married,70,78,75
female,single,38,55,53
male,married,56,52,46
female,single,34,50,45
male,married,63,60,52
female,married,82,87,87
female,married,84,87,95
male,divorced,54,47,43
female,married,66,79,73
male,divorced,63,59,64
male,married,86,74,76
male,married,50,54,43
female,divorced,74,80,80
male,divorced,74,69,64
male,married,81,77,76
female,single,80,91,95
female,married,89,93,95
female,divorced,67,81,85
female,married,33,39,43
male,married,35,37,30
female,divorced,54,65,65
female,married,86,88,93
female,single,74,89,85
male,married,68,64,70
male,married,40,48,45
female,married,76,75,71
male,married,86,81,79
male,married,42,42,34
female,single,67,84,90
male,,42,46,36
female,single,75,92,86
male,married,71,48,50
female,divorced,64,70,72
female,married,83,84,88
male,single,61,55,55
male,married,48,48,51
female,single,51,63,57
female,divorced,75,90,88
female,married,73,84,84
male,married,66,75,70
male,divorced,89,78,76
female,married,64,78,74
female,single,67,80,84
female,married,59,59,58
male,married,86,85,86
male,divorced,72,66,64
male,married,48,51,50
female,married,60,78,74
male,married,76,68,71
female,married,49,60,54
female,single,42,63,58
male,married,90,78,77
female,married,65,62,67
female,single,63,66,69
male,married,47,44,40
female,married,40,50,51
male,single,40,37,33
female,married,48,60,55
female,single,60,66,64
male,single,64,50,47
female,single,58,62,68
male,married,38,37,33
male,married,68,70,71
male,married,70,74,68
male,married,80,82,77
female,married,63,59,69
male,single,47,53,53
male,single,69,81,74
male,divorced,58,55,57
male,single,80,77,75
male,single,76,79,82
female,married,72,77,80
female,single,66,73,75
female,single,75,85,87
male,married,87,87,79
female,married,29,53,52
male,divorced,76,71,79
female,married,54,72,73
female,married,71,78,79
male,married,70,77,66
male,married,80,74,75
female,married,60,63,65
male,,49,46,45
female,single,64,60,72
female,married,52,63,59
female,married,53,53,57
male,married,77,67,64
male,divorced,69,70,68
female,married,74,77,76
female,divorced,55,71,68
male,divorced,44,49,48
male,married,61,60,58
female,single,63,87,89
female,married,87,93,95
male,married,88,86,81
female,married,89,80,88
female,married,66,71,79
female,single,58,66,73
male,married,73,76,66
female,single,59,69,63
male,widowed,97,97,98
female,single,85,89,88
male,divorced,56,60,56
male,married,79,73,68
female,married,57,72,68
male,married,63,69,71
male,married,84,92,91
male,married,72,62,62
female,single,50,58,56
male,married,62,62,62
male,widowed,71,65,64
male,married,65,64,56
male,divorced,58,64,58
male,married,81,83,76
male,single,91,83,86
female,married,60,62,68
male,married,53,49,47
male,single,88,91,88
female,married,93,97,100
female,married,59,75,69
male,single,72,70,77
male,married,45,52,49
female,married,76,77,78
male,divorced,78,69,67
male,widowed,97,85,86
male,married,75,62,63
male,married,74,71,69
male,married,53,55,51
male,single,97,87,87
male,single,45,45,35
male,single,40,38,33
male,divorced,74,66,69
female,married,74,72,75
female,divorced,54,58,61
male,married,77,80,80
female,divorced,63,78,81
male,single,92,81,72
female,single,54,57,53
male,single,62,59,54
female,married,66,83,81
male,married,41,40,35
male,married,68,61,64
male,married,39,49,40
female,divorced,75,85,94
female,married,78,85,89
female,single,61,61,65
female,divorced,47,54,62
male,married,66,72,62
male,divorced,48,54,48
male,married,44,40,42
male,widowed,81,84,86
female,married,79,83,82
male,divorced,86,80,78
female,married,71,86,75
male,married,74,76,81
male,married,39,43,36
female,married,61,67,73
female,single,80,86,82
female,married,52,58,55
male,single,54,54,55
male,divorced,48,48,43
female,married,90,92,96
male,single,61,57,60
female,divorced,77,92,95
female,divorced,80,93,93
female,married,60,67,65
female,married,54,50,53
male,married,57,54,47
female,married,80,88,87
male,single,72,66,61
male,married,89,84,78
female,married,24,28,29
female,divorced,52,69,63
female,single,53,74,70
male,single,84,83,75
male,divorced,82,76,74
female,divorced,82,100,100
female,married,89,74,79
female,married,36,54,54
male,divorced,69,65,65
female,married,75,81,84
male,married,78,73,69
female,married,61,56,65
male,divorced,84,67,68
female,,88,96,91
female,single,81,79,87
male,married,85,77,73
male,single,46,47,49
male,married,72,70,68
female,single,45,63,61
female,married,80,81,77
female,married,93,100,100
female,married,85,90,93
female,divorced,73,86,88
female,divorced,48,63,62
female,married,61,80,79
male,married,89,75,74
male,divorced,67,69,73
male,married,78,80,76
female,married,50,61,58
female,single,77,81,84
female,single,75,84,77
male,married,46,53,47
male,divorced,58,59,56
female,married,67,84,88
male,widowed,95,84,83
female,divorced,50,65,65
female,married,57,75,67
male,single,48,55,52
male,single,67,64,61
male,married,44,40,37
male,married,70,66,61
male,married,65,60,58
female,married,75,86,90
male,married,58,62,54
female,single,67,86,89
female,divorced,82,70,83
male,married,78,57,64
female,married,67,75,81
male,single,70,67,61
male,divorced,97,81,80
female,divorced,54,57,50
male,married,39,41,40
female,single,53,67,68
female,married,39,58,51
female,single,84,98,95
female,married,63,78,74
female,married,51,61,60
male,divorced,45,47,49
male,,73,67,66
male,married,69,60,64
female,married,51,68,68
male,divorced,38,41,38
male,single,54,59,52
male,single,63,70,68
female,married,88,87,91
male,married,80,86,80
female,single,46,58,64
female,married,69,68,67
male,married,66,68,64
male,single,75,82,72
female,single,83,85,91
male,married,70,57,57
female,divorced,79,94,88
female,single,75,83,86
male,married,67,66,63
male,single,72,63,59
male,married,55,48,43
female,married,38,47,47
male,married,69,51,56
female,divorced,68,74,76
male,single,64,56,56
male,single,69,69,67
female,married,84,93,94
female,married,85,92,93
female,married,64,79,74
female,divorced,94,87,97
female,divorced,66,77,71
female,married,60,78,70
female,,79,87,84
female,single,45,70,70
female,single,42,56,52
male,single,57,73,68
female,single,73,82,81
female,married,60,71,77
female,married,80,90,90
female,married,62,82,77
female,married,89,85,85
male,married,68,66,71
female,married,71,80,78
female,married,53,67,57
male,married,34,39,37
male,single,62,70,72
male,married,63,54,53
male,married,63,57,57
male,single,75,70,74
female,married,83,98,96
female,married,48,62,56
male,divorced,85,82,75
female,single,60,57,59
male,single,57,40,42
female,married,66,70,76
male,married,72,68,61
male,married,51,52,46
female,divorced,64,79,74
male,divorced,56,44,48
female,married,42,61,65
female,divorced,36,31,34
female,married,46,53,51
male,married,100,93,95
male,divorced,53,52,56
female,married,43,54,51
female,married,75,81,84
male,married,51,50,45
female,married,54,75,77
female,divorced,58,68,68
female,divorced,33,40,33
female,single,59,67,73
male,married,68,55,56
female,,79,90,84
male,married,87,94,89
female,single,51,55,55
female,married,71,76,82
male,single,78,76,67
female,married,65,74,76
female,married,83,83,81
female,divorced,85,100,99
male,married,39,45,42
male,married,63,63,62
female,married,78,88,87
female,married,68,87,85
male,married,57,64,61
female,divorced,86,84,80
male,married,68,59,53
male,married,55,59,52
male,widowed,90,80,78
male,widowed,76,68,64
male,married,67,65,63
female,single,81,94,88
male,married,95,85,82
male,,67,73,61
male,married,52,65,60
male,,89,80,82
female,married,68,72,69
male,single,53,57,47
female,married,89,92,96
female,single,44,58,56
male,divorced,80,78,77
female,married,53,56,57
male,married,74,63,65
male,divorced,69,71,63
female,single,59,71,76
male,single,76,83,77
female,divorced,80,86,88
male,single,49,38,40
female,divorced,80,87,84
female,married,33,44,40
female,married,85,88,84
male,married,93,87,88
male,married,47,41,40
female,single,71,83,92
female,single,56,58,59
male,divorced,63,58,59
female,married,73,79,78
female,divorced,28,47,41
female,widowed,68,78,82
male,single,68,70,65
male,divorced,81,89,85
male,married,70,71,72
female,single,53,70,65
female,divorced,69,78,73
female,divorced,68,75,67
male,married,75,67,53
female,married,51,59,65
male,widowed,64,51,57
female,married,86,90,95
male,single,69,82,73
female,married,99,100,99
male,single,45,51,42
male,married,50,48,41
female,married,46,65,62
female,married,66,79,81
male,widowed,71,68,63
male,single,85,77,78
female,single,50,62,56
male,single,56,55,51
female,single,69,81,86
female,single,66,78,78
male,,69,58,63
male,married,96,93,91
female,married,47,48,48
male,married,74,81,75
male,married,45,41,42
male,divorced,71,78,72
female,single,57,56,59
female,single,59,81,71
male,married,92,84,84
male,single,79,62,67
male,divorced,66,63,62
male,divorced,66,68,60
male,single,63,58,56
female,married,62,84,73
female,divorced,70,80,78
female,single,30,45,40
male,divorced,60,56,57
male,married,49,43,46
male,married,82,74,71
male,widowed,64,64,61
male,married,91,84,82
female,divorced,76,84,88
male,divorced,84,74,77
male,divorced,99,100,98
male,single,82,76,76
male,married,100,85,88
female,single,67,66,78
female,married,67,66,67
female,single,59,65,64
female,married,64,77,78
female,married,58,68,69
female,married,66,73,71
male,single,74,72,70
male,married,28,24,24
male,divorced,93,92,89
male,,77,71,70
female,single,58,77,78
male,married,69,63,61
male,single,68,81,79
male,single,76,66,67
female,married,76,92,93
male,single,75,64,60
male,divorced,69,65,65
female,divorced,79,92,84
male,married,97,91,82
male,married,77,79,70
male,single,70,65,62
male,married,70,73,66
male,single,73,77,77
female,married,61,61,61
female,single,60,71,76
male,married,63,58,51
female,single,56,65,60
male,married,55,54,46
male,single,47,44,43
male,,85,74,73
male,married,76,81,86
female,married,62,68,73
male,married,60,55,49
male,married,73,64,68
male,single,80,76,74
female,divorced,60,56,58
female,single,85,76,88
male,married,61,63,61
male,married,64,75,66
male,married,66,71,69
male,divorced,56,61,56
male,single,80,78,78
female,divorced,65,72,77
female,single,68,94,93
female,married,65,70,66
male,single,65,60,62
male,married,56,56,58
male,single,63,66,61
female,,82,83,83
female,married,61,82,76
male,,70,59,61
female,single,75,75,69
female,married,54,74,75
female,divorced,41,60,57
female,married,61,64,74
male,divorced,64,68,63
female,single,56,78,71
female,divorced,81,94,96
female,married,43,62,55
male,married,57,61,59
female,married,56,57,59
female,married,32,39,38
